loan_id,customer_id,account_id,loan_type,principal_amount,outstanding_balance,interest_rate_pct,tenure_months,emi_amount,disbursement_date,maturity_date,loan_status,installments_paid,installments_remaining,days_past_due,collateral_type,collateral_value,loan_purpose,credit_score_at_origination,annual_income_at_origination,debt_to_income_ratio,is_npa,bank_name,loan_officer_id
LOAN0001459,CUST000549,ACC0007736,HOME,659859.17,615201.58,7.91,120,7974.57,2022-09-11,2032-07-20,UNDER_REVIEW,8,112,0,PROPERTY,,Home financing,694,132999.29,0.27,False,Wells Fargo,LO133
LOAN0001460,CUST002852,ACC0005377,BUSINESS,219302.26,163714.14,8.08,24,9926.45,2018-02-15,2020-02-05,APPROVED,8,16,0,FD,385431.05,Business financing,654,58640.71,0.596,False,Chase,LO741
LOAN0001461,CUST006589,ACC0000677,HOME,454843.82,399008.6,9.5,12,39882.3,2020-10-01,2021-09-26,CLOSED,2,10,0,FD,,Home financing,657,105941.24,0.321,False,Citibank,LO628
LOAN0001462,CUST003544,ACC0001179,AUTO,25137.18,0.0,16.8,240,364.89,2018-11-23,2038-08-10,DEFAULTED,132,108,68,NONE,,Auto financing,586,83359.42,0.448,False,Chase,LO457
LOAN0001463,CUST003415,ACC0001757,MORTGAGE,771974.89,574412.29,17.41,12,70558.07,2020-04-24,2021-04-19,DEFAULTED,4,8,120,VEHICLE,,Mortgage financing,690,33903.52,0.365,True,Chase,LO964
LOAN0001464,CUST009830,ACC0008621,BUSINESS,494652.11,147447.21,18.44,24,24800.35,2022-06-19,2024-06-08,UNDER_REVIEW,20,4,27,NONE,,Business financing,649,86421.79,0.531,False,Axis Bank,LO915
LOAN0001465,CUST006368,ACC0003687,AUTO,32686.09,27634.3,5.64,24,1443.37,2021-06-26,2023-06-16,CLOSED,5,19,10,GUARANTOR,33943.68,Auto financing,689,77944.74,0.209,False,HDFC Bank,LO536
LOAN0001466,CUST005377,ACC0000911,AUTO,50624.5,27680.45,6.9,36,1560.82,2025-03-12,2028-02-25,DEFAULTED,21,15,63,NONE,,Auto financing,661,42664.16,0.48,False,Axis Bank,LO186
LOAN0001467,CUST005952,ACC0000904,EDUCATION,38070.4,34415.81,9.06,24,1740.28,2022-09-01,2024-08-21,CLOSED,3,21,0,GUARANTOR,47975.8,Education financing,776,131062.27,0.195,False,HDFC Bank,LO853
LOAN0001468,CUST002326,ACC0001449,MORTGAGE,704309.06,511033.81,8.19,84,11044.3,2021-11-29,2028-10-23,DEFAULTED,25,59,29,VEHICLE,,Mortgage financing,692,46664.81,0.565,False,HDFC Bank,LO177
LOAN0001469,CUST008627,ACC0003950,EDUCATION,14951.42,9709.37,7.93,36,468.04,2020-09-26,2023-09-11,ACTIVE,16,20,0,NONE,,Education financing,796,93852.94,0.433,False,Chase,LO689
LOAN0001470,CUST004240,ACC0003288,MORTGAGE,407500.99,221204.56,5.65,48,9504.92,2023-07-30,2027-07-09,REJECTED,28,20,0,PROPERTY,,Mortgage financing,727,56704.25,0.352,False,Chase,LO803
LOAN0001471,CUST002042,ACC0002920,EDUCATION,47923.51,0.0,17.59,120,850.9,2019-09-01,2029-07-10,CLOSED,97,23,0,NONE,69329.58,Education financing,730,77599.79,0.491,False,Chase,LO533
LOAN0001472,CUST003566,ACC0002605,PERSONAL,19055.33,0.0,9.27,360,157.04,2022-02-13,2051-09-09,APPROVED,207,153,0,VEHICLE,,Personal financing,581,34377.38,0.355,False,HDFC Bank,LO211
LOAN0001473,CUST009514,ACC0000601,HOME,728017.87,27423.22,13.58,120,11120.55,2017-08-31,2027-07-10,DEFAULTED,90,30,180,NONE,,Home financing,654,60454.57,0.557,True,Bank of America,LO142
LOAN0001474,CUST009646,ACC0006669,HOME,155506.57,118323.76,13.96,36,5311.83,2024-09-19,2027-09-04,UNDER_REVIEW,10,26,0,FD,238476.23,Home financing,671,121967.39,0.462,False,Axis Bank,LO185
LOAN0001475,CUST001806,ACC0000762,MORTGAGE,875808.96,0.0,13.62,360,10114.37,2022-08-14,2052-03-09,CLOSED,158,202,0,FD,,Mortgage financing,705,80348.67,0.557,False,Wells Fargo,LO103
LOAN0001476,CUST009779,ACC0002620,AUTO,31845.29,7811.77,10.47,120,429.17,2024-01-11,2033-11-19,DEFAULTED,80,40,72,FD,,Auto financing,731,77261.5,0.484,False,ICICI Bank,LO683
LOAN0001477,CUST006795,ACC0004573,EDUCATION,23709.29,6030.15,11.83,12,2104.66,2018-11-30,2019-11-25,ACTIVE,12,0,0,NONE,,Education financing,682,24583.02,0.221,False,ICICI Bank,LO770
LOAN0001478,CUST004518,ACC0001263,PERSONAL,31898.86,25163.53,7.65,60,641.46,2025-06-10,2030-05-15,APPROVED,15,45,0,PROPERTY,73241.65,Personal financing,664,94045.42,0.406,False,Wells Fargo,LO159
LOAN0001479,CUST005566,ACC0001794,MORTGAGE,650974.38,531686.52,6.68,48,15491.93,2023-06-16,2027-05-26,CLOSED,11,37,0,VEHICLE,,Mortgage financing,732,57989.13,0.187,False,Chase,LO919
LOAN0001480,CUST000456,ACC0000190,EDUCATION,9250.86,0.0,15.63,360,121.65,2020-08-05,2050-03-01,UNDER_REVIEW,331,29,0,PROPERTY,,Education financing,683,61074.5,0.447,False,HDFC Bank,LO287
LOAN0001481,CUST004773,ACC0003700,HOME,613753.57,119356.28,7.92,180,5837.04,2021-09-29,2036-07-12,DEFAULTED,121,59,82,FD,733854.75,Home financing,727,113421.37,0.33,False,HDFC Bank,LO193
LOAN0001482,CUST002112,ACC0006407,MORTGAGE,774192.4,436264.03,13.57,48,20989.34,2021-04-25,2025-04-04,UNDER_REVIEW,23,25,0,NONE,896807.13,Mortgage financing,816,73192.18,0.328,False,Citibank,LO246
LOAN0001483,CUST005990,ACC0006324,AUTO,41173.25,21242.96,6.81,12,3558.98,2018-10-26,2019-10-21,APPROVED,8,4,0,FD,49282.99,Auto financing,720,57431.66,0.124,False,ICICI Bank,LO756
LOAN0001484,CUST007893,ACC0004441,BUSINESS,399225.37,304589.27,18.03,180,6437.83,2020-07-20,2035-05-03,APPROVED,21,159,4,GUARANTOR,593121.84,Business financing,765,111478.1,0.235,False,Axis Bank,LO819
LOAN0001485,CUST005179,ACC0007363,EDUCATION,26460.47,10716.73,6.92,24,1183.74,2017-08-10,2019-07-31,UNDER_REVIEW,19,5,0,VEHICLE,,Education financing,676,59639.74,0.207,False,HDFC Bank,LO631
LOAN0001486,CUST008466,ACC0006427,AUTO,34999.4,9706.86,7.11,60,694.85,2023-10-24,2028-09-27,CLOSED,52,8,0,NONE,85951.14,Auto financing,617,46085.51,0.367,False,Wells Fargo,LO896
LOAN0001487,CUST008954,ACC0005617,PERSONAL,9790.61,3258.69,6.71,36,301.01,2022-10-11,2025-09-25,REJECTED,31,5,16,PROPERTY,14696.68,Personal financing,558,120859.69,0.235,False,Citibank,LO657
LOAN0001488,CUST008319,ACC0001828,MORTGAGE,735268.29,0.0,17.77,180,11719.45,2025-01-28,2039-11-11,APPROVED,96,84,0,GUARANTOR,1410595.03,Mortgage financing,600,17031.68,0.389,False,Axis Bank,LO546
LOAN0001489,CUST008166,ACC0007643,MORTGAGE,509031.71,225917.0,9.31,60,10643.41,2021-02-23,2026-01-28,UNDER_REVIEW,38,22,0,NONE,,Mortgage financing,749,36754.05,0.292,False,Chase,LO903
LOAN0001490,CUST000664,ACC0008967,BUSINESS,409844.99,35567.65,16.04,48,11623.52,2017-10-06,2021-09-15,APPROVED,46,2,0,NONE,,Business financing,667,55870.37,0.257,False,HDFC Bank,LO356
LOAN0001491,CUST005635,ACC0009828,HOME,706268.26,0.0,9.99,120,9329.48,2018-06-26,2028-05-04,UNDER_REVIEW,111,9,2,FD,,Home financing,850,88184.45,0.286,False,Bank of America,LO167
LOAN0001492,CUST007671,ACC0009796,AUTO,8450.34,0.0,15.1,240,111.9,2017-10-03,2037-06-20,UNDER_REVIEW,165,75,0,PROPERTY,,Auto financing,665,79438.14,0.146,False,Axis Bank,LO850
LOAN0001493,CUST004719,ACC0003675,PERSONAL,9666.66,3951.34,13.19,36,326.59,2024-08-29,2027-08-14,ACTIVE,25,11,0,PROPERTY,15147.39,Personal financing,846,35979.24,0.318,False,Citibank,LO550
LOAN0001494,CUST002938,ACC0004740,HOME,376703.7,367537.87,17.0,120,6547.02,2020-03-20,2030-01-27,UNDER_REVIEW,2,118,0,FD,477353.65,Home financing,684,27530.11,0.283,False,Wells Fargo,LO503
LOAN0001495,CUST000569,ACC0001610,MORTGAGE,229366.18,129170.48,5.99,180,1934.28,2021-02-10,2035-11-24,CLOSED,74,106,0,FD,496179.26,Mortgage financing,640,16191.83,0.249,False,ICICI Bank,LO268
LOAN0001496,CUST008283,ACC0009409,EDUCATION,65966.37,21802.48,7.91,12,5735.57,2019-10-12,2020-10-06,ACTIVE,11,1,0,NONE,88109.27,Education financing,708,66875.81,0.42,False,Bank of America,LO905
LOAN0001497,CUST003450,ACC0008118,MORTGAGE,477575.49,232723.78,9.2,24,21861.76,2021-09-01,2023-08-22,CLOSED,16,8,0,FD,,Mortgage financing,753,63251.69,0.248,False,Citibank,LO323
LOAN0001498,CUST006085,ACC0001086,HOME,346373.96,62936.04,6.06,180,2934.14,2022-02-05,2036-11-18,CLOSED,138,42,0,PROPERTY,,Home financing,850,16346.03,0.165,False,Wells Fargo,LO375
LOAN0001499,CUST006832,ACC0009891,AUTO,18178.4,16477.86,6.5,24,809.78,2017-01-21,2019-01-11,UNDER_REVIEW,3,21,0,NONE,45071.33,Auto financing,850,147362.67,0.443,False,Chase,LO121
LOAN0001500,CUST008963,ACC0004002,BUSINESS,275646.28,210937.17,13.78,24,13205.94,2023-06-05,2025-05-25,UNDER_REVIEW,7,17,0,GUARANTOR,590937.48,Business financing,597,45242.94,0.585,False,HDFC Bank,LO228
LOAN0001501,CUST009028,ACC0004937,AUTO,26061.35,0.0,18.28,240,407.83,2023-02-23,2042-11-10,CLOSED,227,13,0,VEHICLE,,Auto financing,760,80156.83,0.385,False,ICICI Bank,LO331
LOAN0001502,CUST008254,ACC0004947,MORTGAGE,303205.77,242972.73,8.36,84,4780.4,2022-03-04,2029-01-26,ACTIVE,18,66,0,FD,,Mortgage financing,592,37183.71,0.143,False,Wells Fargo,LO635
LOAN0001503,CUST005075,ACC0002253,MORTGAGE,446625.92,69629.1,10.61,48,11458.87,2018-01-06,2021-12-16,ACTIVE,47,1,0,VEHICLE,1077343.63,Mortgage financing,702,72758.1,0.476,False,Citibank,LO972
LOAN0001504,CUST001065,ACC0005361,PERSONAL,17493.44,10238.42,12.14,360,181.83,2020-08-02,2050-02-26,UNDER_REVIEW,57,303,0,GUARANTOR,25908.44,Personal financing,707,114221.0,0.151,False,HDFC Bank,LO847
LOAN0001505,CUST007874,ACC0003724,BUSINESS,250642.14,102265.88,6.42,24,11156.11,2018-10-18,2020-10-07,ACTIVE,19,5,0,PROPERTY,557123.86,Business financing,748,33594.75,0.365,False,Citibank,LO285
LOAN0001506,CUST003159,ACC0001502,PERSONAL,12491.72,9256.7,11.04,60,271.85,2016-12-17,2021-11-21,CLOSED,17,43,0,FD,,Personal financing,848,133101.6,0.422,False,HDFC Bank,LO107
LOAN0001507,CUST001680,ACC0006962,AUTO,21298.83,5491.15,11.83,36,705.7,2021-01-08,2023-12-24,REJECTED,32,4,0,NONE,,Auto financing,584,109328.95,0.222,False,Wells Fargo,LO411
LOAN0001508,CUST000621,ACC0006180,AUTO,48903.15,5857.35,17.55,60,1229.88,2019-07-06,2024-06-09,APPROVED,50,10,13,GUARANTOR,51390.12,Auto financing,608,135326.49,0.426,False,Wells Fargo,LO818
LOAN0001509,CUST005398,ACC0001832,MORTGAGE,926298.1,0.0,17.39,240,13862.34,2021-08-15,2041-05-02,UNDER_REVIEW,190,50,0,VEHICLE,1015574.37,Mortgage financing,737,78616.96,0.232,False,Wells Fargo,LO549
LOAN0001510,CUST002624,ACC0005427,HOME,458446.76,416480.92,9.75,120,5995.12,2021-10-02,2031-08-11,DEFAULTED,10,110,12,NONE,918345.77,Home financing,743,139503.97,0.561,False,Wells Fargo,LO320
LOAN0001511,CUST005795,ACC0008562,BUSINESS,204859.65,204859.65,16.02,120,3434.22,2022-08-27,2032-07-05,DEFAULTED,0,120,140,FD,,Business financing,842,67950.98,0.383,True,Citibank,LO240
LOAN0001512,CUST009281,ACC0006713,HOME,664108.9,529926.96,7.08,240,5180.77,2024-11-16,2044-08-03,UNDER_REVIEW,37,203,0,GUARANTOR,,Home financing,716,58724.19,0.527,False,Citibank,LO124
LOAN0001513,CUST001608,ACC0005269,EDUCATION,66385.87,0.0,14.29,120,1042.36,2018-06-22,2028-04-30,ACTIVE,113,7,0,NONE,,Education financing,600,88421.99,0.549,False,Axis Bank,LO788
LOAN0001514,CUST001959,ACC0005539,EDUCATION,5449.64,4535.7,12.58,48,145.07,2023-04-12,2027-03-22,DEFAULTED,9,39,175,NONE,,Education financing,581,100612.61,0.332,True,HDFC Bank,LO372
LOAN0001515,CUST002717,ACC0008412,HOME,335624.91,99204.76,5.82,48,7854.49,2020-03-22,2024-03-01,DEFAULTED,43,5,171,PROPERTY,,Home financing,629,57143.29,0.27,True,ICICI Bank,LO951
LOAN0001516,CUST002179,ACC0005538,HOME,702869.31,208445.28,6.56,360,4470.38,2022-01-28,2051-08-24,UNDER_REVIEW,158,202,0,VEHICLE,1256817.96,Home financing,602,122163.57,0.599,False,Chase,LO532
LOAN0001517,CUST007327,ACC0004606,MORTGAGE,295531.73,72063.72,15.38,120,4836.97,2021-02-06,2030-12-16,APPROVED,66,54,0,VEHICLE,592761.06,Mortgage financing,612,87817.4,0.278,False,Axis Bank,LO901
LOAN0001518,CUST008173,ACC0003765,EDUCATION,51173.35,0.0,17.71,180,813.45,2020-10-14,2035-07-28,ACTIVE,97,83,0,VEHICLE,73090.47,Education financing,703,14603.79,0.211,False,ICICI Bank,LO375
LOAN0001519,CUST002059,ACC0003120,AUTO,44676.71,18386.73,11.87,48,1173.66,2020-02-19,2024-01-29,DEFAULTED,32,16,134,PROPERTY,109505.05,Auto financing,622,67702.42,0.488,True,Wells Fargo,LO957
LOAN0001520,CUST000101,ACC0002207,MORTGAGE,920032.37,705096.91,12.62,360,9904.86,2023-03-26,2052-10-19,CLOSED,31,329,8,GUARANTOR,1949811.2,Mortgage financing,504,75278.03,0.151,False,Axis Bank,LO959
LOAN0001521,CUST008262,ACC0009827,BUSINESS,322674.86,0.0,15.1,240,4272.81,2022-07-06,2042-03-23,APPROVED,194,46,0,GUARANTOR,,Business financing,673,76792.96,0.427,False,Bank of America,LO491
LOAN0001522,CUST007564,ACC0004348,MORTGAGE,942780.81,71830.38,16.68,48,27048.15,2019-04-25,2023-04-04,UNDER_REVIEW,46,2,0,NONE,1373426.18,Mortgage financing,711,34960.02,0.453,False,HDFC Bank,LO204
LOAN0001523,CUST003010,ACC0006925,BUSINESS,405434.54,113849.94,7.56,36,12622.71,2023-08-08,2026-07-23,ACTIVE,33,3,0,GUARANTOR,890473.97,Business financing,830,53379.37,0.482,False,Axis Bank,LO115
LOAN0001524,CUST006912,ACC0008613,BUSINESS,61104.75,49034.58,11.91,24,2873.85,2020-04-17,2022-04-07,APPROVED,6,18,0,PROPERTY,128044.44,Business financing,828,63400.5,0.547,False,Bank of America,LO242
LOAN0001525,CUST009991,ACC0003669,BUSINESS,183788.61,155388.94,5.62,24,8114.19,2025-05-07,2027-04-27,APPROVED,5,19,0,GUARANTOR,,Business financing,728,58338.37,0.161,False,Bank of America,LO771
LOAN0001526,CUST005311,ACC0002382,BUSINESS,258182.9,244996.3,13.09,84,4709.5,2018-04-26,2025-03-20,APPROVED,4,80,0,FD,,Business financing,808,65206.97,0.425,False,Bank of America,LO843
LOAN0001527,CUST008204,ACC0005960,PERSONAL,7409.55,1436.45,9.71,84,121.9,2017-05-03,2024-03-27,REJECTED,70,14,0,VEHICLE,,Personal financing,767,91124.16,0.435,False,Chase,LO898
LOAN0001528,CUST003932,ACC0007742,AUTO,18873.2,10535.85,7.67,24,850.75,2018-01-22,2020-01-12,UNDER_REVIEW,14,10,0,NONE,,Auto financing,667,74702.92,0.322,False,HDFC Bank,LO678
LOAN0001529,CUST008304,ACC0004239,HOME,738065.49,347354.72,8.9,180,7442.11,2022-01-31,2036-11-13,REJECTED,75,105,0,NONE,985574.92,Home financing,668,97845.52,0.493,False,HDFC Bank,LO417
LOAN0001530,CUST004705,ACC0008572,MORTGAGE,527755.75,228991.35,14.15,12,47422.92,2020-06-24,2021-06-19,REJECTED,9,3,0,VEHICLE,1052624.3,Mortgage financing,744,14872.74,0.28,False,Wells Fargo,LO213
LOAN0001531,CUST006597,ACC0002047,EDUCATION,66688.02,51433.76,10.87,36,2179.18,2024-11-05,2027-10-21,UNDER_REVIEW,10,26,0,FD,,Education financing,558,64252.67,0.372,False,Bank of America,LO451
LOAN0001532,CUST001314,ACC0002909,HOME,120198.2,51494.18,8.3,24,5452.7,2020-11-21,2022-11-11,UNDER_REVIEW,18,6,0,FD,,Home financing,760,55183.07,0.27,False,Axis Bank,LO503
LOAN0001533,CUST003616,ACC0006937,BUSINESS,144295.32,0.0,9.72,360,1236.54,2018-04-29,2047-11-23,APPROVED,272,88,0,GUARANTOR,288563.54,Business financing,638,61568.04,0.218,False,Wells Fargo,LO877
LOAN0001534,CUST003558,ACC0005310,BUSINESS,44139.07,26592.48,16.68,36,1566.66,2016-12-05,2019-11-20,DEFAULTED,16,20,106,PROPERTY,,Business financing,653,68670.92,0.347,True,HDFC Bank,LO364
LOAN0001535,CUST003446,ACC0002943,HOME,265430.5,108391.49,12.16,48,7010.67,2020-12-26,2024-12-05,APPROVED,32,16,0,FD,388215.61,Home financing,605,73320.2,0.238,False,ICICI Bank,LO992
LOAN0001536,CUST005044,ACC0004716,BUSINESS,252784.45,81190.34,10.52,12,22284.95,2024-10-25,2025-10-20,UNDER_REVIEW,11,1,0,FD,573638.3,Business financing,629,151935.02,0.39,False,Chase,LO210
LOAN0001537,CUST001676,ACC0007868,HOME,681176.19,203473.89,16.73,12,62039.26,2024-09-15,2025-09-10,REJECTED,11,1,0,FD,,Home financing,646,46320.32,0.574,False,Citibank,LO255
LOAN0001538,CUST000463,ACC0002372,AUTO,21460.49,12715.03,7.02,24,961.04,2025-09-05,2027-08-26,CLOSED,13,11,0,FD,,Auto financing,708,39275.68,0.107,False,HDFC Bank,LO383
LOAN0001539,CUST006436,ACC0008203,EDUCATION,73564.9,38271.29,5.14,12,6302.43,2020-03-02,2021-02-25,DEFAULTED,8,4,139,FD,78821.43,Education financing,658,102334.07,0.379,True,Chase,LO949
LOAN0001540,CUST004277,ACC0007199,PERSONAL,10380.64,0.0,13.84,180,137.13,2020-02-15,2034-11-28,ACTIVE,141,39,0,NONE,20383.23,Personal financing,622,83980.32,0.396,False,Wells Fargo,LO367
LOAN0001541,CUST007948,ACC0005552,PERSONAL,21742.96,11923.51,8.85,48,539.53,2024-12-26,2028-12-05,CLOSED,26,22,0,VEHICLE,,Personal financing,655,89388.14,0.119,False,Chase,LO843
LOAN0001542,CUST000233,ACC0005277,PERSONAL,35009.28,17378.1,8.8,84,559.72,2024-02-12,2031-01-06,CLOSED,45,39,0,FD,,Personal financing,630,59491.03,0.597,False,Axis Bank,LO495
LOAN0001543,CUST000931,ACC0008421,MORTGAGE,988353.76,308952.55,6.05,180,8367.01,2020-11-23,2035-09-06,APPROVED,116,64,0,FD,2041621.64,Mortgage financing,675,106537.79,0.194,False,Chase,LO527
LOAN0001544,CUST007150,ACC0005859,MORTGAGE,360436.19,13675.96,10.0,120,4763.19,2019-11-16,2029-09-24,ACTIVE,104,16,0,PROPERTY,782745.98,Mortgage financing,699,59089.21,0.287,False,Citibank,LO639
LOAN0001545,CUST006731,ACC0007743,EDUCATION,62921.04,17988.31,7.74,84,972.57,2021-05-03,2028-03-27,ACTIVE,66,18,0,PROPERTY,,Education financing,690,14632.92,0.417,False,Bank of America,LO347
LOAN0001546,CUST007844,ACC0002275,EDUCATION,76112.27,0.0,18.11,240,1181.1,2017-10-12,2037-06-29,APPROVED,180,60,0,FD,112960.17,Education financing,801,123125.0,0.256,False,Axis Bank,LO727
LOAN0001547,CUST000487,ACC0005344,MORTGAGE,299808.63,278583.79,16.71,240,4331.6,2021-11-15,2041-08-02,ACTIVE,7,233,0,GUARANTOR,662479.33,Mortgage financing,491,125989.87,0.351,False,Citibank,LO985
LOAN0001548,CUST000131,ACC0002956,AUTO,29211.81,20290.07,8.59,12,2549.07,2024-03-08,2025-03-03,ACTIVE,5,7,0,FD,50410.79,Auto financing,706,180387.42,0.102,False,Citibank,LO568
LOAN0001549,CUST001319,ACC0003633,PERSONAL,16904.57,5712.47,5.82,12,1453.52,2020-10-19,2021-10-14,UNDER_REVIEW,11,1,0,GUARANTOR,35998.39,Personal financing,505,104891.57,0.46,False,Citibank,LO482
LOAN0001550,CUST006567,ACC0002159,AUTO,54785.08,30832.14,13.66,48,1487.76,2019-06-18,2023-05-28,APPROVED,23,25,0,PROPERTY,,Auto financing,757,49812.41,0.564,False,Wells Fargo,LO386
LOAN0001551,CUST004413,ACC0004942,BUSINESS,36459.3,14681.08,6.75,84,545.82,2022-10-05,2029-08-29,DEFAULTED,57,27,14,VEHICLE,,Business financing,850,30323.62,0.327,False,Wells Fargo,LO259
LOAN0001552,CUST005842,ACC0009131,EDUCATION,19624.8,15968.93,11.7,12,1740.89,2023-04-03,2024-03-28,APPROVED,3,9,0,VEHICLE,,Education financing,537,62734.22,0.199,False,Chase,LO728
LOAN0001553,CUST000534,ACC0001539,BUSINESS,457089.59,200149.79,12.35,24,21591.58,2019-04-06,2021-03-26,REJECTED,17,7,0,PROPERTY,1027413.41,Business financing,828,120161.66,0.513,False,Axis Bank,LO690
LOAN0001554,CUST006840,ACC0004728,BUSINESS,478577.87,203543.88,6.66,84,7143.74,2018-07-06,2025-05-30,DEFAULTED,55,29,54,FD,954324.79,Business financing,744,119231.62,0.107,False,Citibank,LO964
LOAN0001555,CUST003893,ACC0004959,HOME,572332.1,260282.18,4.97,36,17145.6,2022-11-16,2025-10-31,ACTIVE,26,10,0,FD,1210871.43,Home financing,735,89556.02,0.371,False,Axis Bank,LO575
LOAN0001556,CUST002523,ACC0005567,HOME,340885.34,86941.08,11.65,12,30231.46,2019-02-24,2020-02-19,ACTIVE,12,0,0,PROPERTY,,Home financing,615,126986.6,0.582,False,HDFC Bank,LO262
LOAN0001557,CUST005176,ACC0009533,EDUCATION,45552.79,11762.78,17.91,120,818.16,2019-03-11,2029-01-17,REJECTED,59,61,0,FD,,Education financing,592,99834.19,0.525,False,Wells Fargo,LO213
LOAN0001558,CUST001180,ACC0006376,PERSONAL,37320.13,37320.13,11.63,12,3309.39,2025-01-08,2026-01-03,ACTIVE,0,12,0,NONE,,Personal financing,742,103552.14,0.273,False,Wells Fargo,LO262
LOAN0001559,CUST008480,ACC0000538,PERSONAL,48712.45,30015.18,6.09,36,1483.91,2022-04-21,2025-04-05,REJECTED,18,18,0,NONE,86631.75,Personal financing,664,58053.83,0.395,False,Wells Fargo,LO683
LOAN0001560,CUST002887,ACC0006798,EDUCATION,17875.71,0.0,15.76,360,236.93,2019-05-08,2048-12-01,UNDER_REVIEW,131,229,0,PROPERTY,23206.78,Education financing,572,49306.8,0.398,False,Chase,LO675
LOAN0001561,CUST009648,ACC0004555,PERSONAL,8970.85,2210.53,12.54,84,160.96,2024-06-19,2031-05-14,UNDER_REVIEW,60,24,0,FD,,Personal financing,661,75603.2,0.271,False,Axis Bank,LO466
LOAN0001562,CUST009429,ACC0006611,HOME,124011.12,0.0,10.73,120,1689.36,2019-07-08,2029-05-16,DEFAULTED,118,2,33,PROPERTY,279214.38,Home financing,606,104369.14,0.469,False,Bank of America,LO287
LOAN0001563,CUST001539,ACC0005053,MORTGAGE,604999.81,433585.73,9.64,240,5694.82,2017-09-08,2037-05-26,DEFAULTED,43,197,97,GUARANTOR,,Mortgage financing,677,53576.36,0.206,True,Chase,LO844
LOAN0001564,CUST005567,ACC0000074,AUTO,8335.34,0.0,16.3,84,166.98,2021-02-16,2028-01-11,APPROVED,81,3,0,GUARANTOR,16968.64,Auto financing,809,29223.39,0.304,False,ICICI Bank,LO445
LOAN0001565,CUST009485,ACC0008213,AUTO,43777.03,31089.0,14.67,36,1510.48,2018-09-04,2021-08-19,CLOSED,12,24,19,NONE,94500.51,Auto financing,740,115158.68,0.369,False,Chase,LO138
LOAN0001566,CUST008707,ACC0007646,HOME,727042.53,655768.72,11.16,24,33939.91,2018-01-29,2020-01-19,ACTIVE,3,21,0,NONE,,Home financing,545,50690.67,0.209,False,Axis Bank,LO580
LOAN0001567,CUST005020,ACC0002332,EDUCATION,74271.31,18708.07,8.21,36,2334.59,2023-01-24,2026-01-08,ACTIVE,34,2,0,PROPERTY,,Education financing,746,118711.76,0.271,False,Axis Bank,LO173
LOAN0001568,CUST003461,ACC0008004,AUTO,55160.39,31899.78,17.46,60,1384.56,2017-07-24,2022-06-28,REJECTED,24,36,0,FD,,Auto financing,684,113704.22,0.273,False,Axis Bank,LO197
LOAN0001569,CUST001113,ACC0000808,PERSONAL,30179.42,21434.54,6.81,60,594.89,2018-02-08,2023-01-13,DEFAULTED,21,39,126,VEHICLE,67359.42,Personal financing,692,14334.22,0.56,True,Axis Bank,LO376
LOAN0001570,CUST004563,ACC0006238,HOME,473329.2,424856.98,9.29,60,9892.29,2024-11-06,2029-10-11,UNDER_REVIEW,7,53,0,NONE,742208.78,Home financing,591,42914.52,0.414,False,ICICI Bank,LO166
LOAN0001571,CUST008624,ACC0002752,PERSONAL,15137.83,14405.24,14.8,36,523.28,2024-12-10,2027-11-25,DEFAULTED,2,34,105,PROPERTY,35182.53,Personal financing,778,143975.33,0.264,True,HDFC Bank,LO911
LOAN0001572,CUST004834,ACC0004216,BUSINESS,64274.75,23415.81,9.74,60,1357.44,2024-01-26,2028-12-30,UNDER_REVIEW,43,17,0,GUARANTOR,67759.57,Business financing,638,157233.62,0.437,False,ICICI Bank,LO196
LOAN0001573,CUST004416,ACC0008112,PERSONAL,49610.51,0.0,13.65,120,759.88,2020-01-22,2029-11-30,REJECTED,111,9,0,GUARANTOR,,Personal financing,848,72999.07,0.379,False,HDFC Bank,LO113
LOAN0001574,CUST005578,ACC0007503,MORTGAGE,661970.74,634327.89,4.68,36,19744.89,2024-10-03,2027-09-18,APPROVED,2,34,0,NONE,,Mortgage financing,642,38359.02,0.475,False,Axis Bank,LO196
LOAN0001575,CUST003001,ACC0003276,PERSONAL,10166.05,4290.92,18.11,12,932.56,2021-04-29,2022-04-24,APPROVED,9,3,0,GUARANTOR,,Personal financing,655,88753.35,0.138,False,Chase,LO947
LOAN0001576,CUST007360,ACC0008829,EDUCATION,30111.65,15534.58,18.28,120,548.01,2020-06-28,2030-05-07,CLOSED,38,82,0,GUARANTOR,52332.92,Education financing,643,103210.87,0.256,False,Citibank,LO235
LOAN0001577,CUST006760,ACC0004628,HOME,768705.57,446457.51,9.19,84,12442.01,2017-02-21,2024-01-16,UNDER_REVIEW,37,47,0,FD,1782650.03,Home financing,593,63554.85,0.126,False,Bank of America,LO345
LOAN0001578,CUST001117,ACC0001994,MORTGAGE,921735.41,491865.37,13.1,24,43864.29,2023-12-15,2025-12-04,ACTIVE,14,10,0,VEHICLE,2037235.98,Mortgage financing,704,48372.83,0.148,False,Chase,LO142
